"id","nume_generate","prenume_generate","genuri","emails_generate","numere_telefon_generate","sucursale_generate","functii_generate","salariu_mediu_values"
1204,"URSU","Astrid","F","Astrid.URSU@yahoo.com","0736597594","3","30",1990
1205,"SZABO","Leopoldina","F","Leopoldina.SZABO@yahoo.com","0738800914","1","8",2114
1206,"NITA","Aida","F","Aida.NITA@yahoo.com","0767992296","4","28",2713
1207,"OANCEA","Leonidas","M","Leonidas.OANCEA@gmail.com","0790920132","8","13",2597
1208,"GRIGORESCU","Romulus","M","Romulus.GRIGORESCU@yahoo.com","0712070748","7","35",3172
1209,"NAGY","Safina","F","Safina.NAGY@gmail.com","0799439736","7","81",6162
1210,"ARDELEANU","Floriana","F","Floriana.ARDELEANU@yahoo.com","0794323993","1","25",3187
1211,"LUNGU","Rodica","F","Rodica.LUNGU@gmail.com","0728920524","7","94",9331
1212,"DIMA","Ludovica","F","Ludovica.DIMA@yahoo.com","0721654331","1","26",3532
1213,"TOMESCU","Geta","F","Geta.TOMESCU@yahoo.com","0732676811","3","36",2265
1214,"IORGA","Narcisa","F","Narcisa.IORGA@yahoo.com","0732141960","8","38",2634
1215,"ZAMFIR","Marina","F","Marina.ZAMFIR@yahoo.com","0791538689","5","69",3629
1216,"CHIRILA","Vladimir","M","Vladimir.CHIRILA@yahoo.com","0706140381","8","50",5797
1217,"SIMA","Augusta","F","Augusta.SIMA@yahoo.com","0736812855","7","47",7442
1218,"OLARIU","Petrică","M","Petrică.OLARIU@yahoo.com","0759442438","6","11",2470
1219,"CIOBANU","Floriana","F","Floriana.CIOBANU@yahoo.com","0704649498","8","34",1993
1220,"POP","Ludmila","F","Ludmila.POP@gmail.com","0743977803","7","20",3323
1221,"DANCIU","Gloria","F","Gloria.DANCIU@yahoo.com","0703138771","6","83",6381
1222,"BURLACU","Sorin","M","Sorin.BURLACU@gmail.com","0711122852","6","62",5294
1223,"PINTEA","Iridenta","F","Iridenta.PINTEA@yahoo.com","0718473646","8","74",3936
1224,"MIU","Carmina","F","Carmina.MIU@gmail.com","0708561751","3","30",1994
1225,"MILEA","Marin","M","Marin.MILEA@gmail.com","0779748028","6","46",5686
1226,"MANEA","Sinică","M","Sinică.MANEA@gmail.com","0771454214","1","83",6404
1227,"LUNGU","Cosmina","F","Cosmina.LUNGU@yahoo.com","0714017037","1","78",6401
1228,"ARDELEANU","Romi","M","Romi.ARDELEANU@yahoo.com","0733142937","6","42",3029
1229,"CORNEA","Ilarion","M","Ilarion.CORNEA@yahoo.com","0794313279","7","8",2106
1230,"PETCU","Dacian","M","Dacian.PETCU@yahoo.com","0728303490","6","72",5223
1231,"PARVU","Silvian","M","Silvian.PARVU@yahoo.com","0760049228","4","24",2639
1232,"NEGOITA","Alistar","M","Alistar.NEGOITA@yahoo.com","0747878453","8","79",4570
1233,"NISTOR","Arcadian","M","Arcadian.NISTOR@yahoo.com","0762319092","8","17",2967
1234,"FLORESCU","Voichița","F","Voichița.FLORESCU@yahoo.com","0758697154","2","9",2314
1235,"GIURGIU","Cezar","M","Cezar.GIURGIU@gmail.com","0709057045","1","4",2081
1236,"LUNGU","Alexandrina","F","Alexandrina.LUNGU@gmail.com","0742779087","1","85",8413
1237,"ENE","Bernard","M","Bernard.ENE@gmail.com","0702860344","6","67",6031
1238,"CRISTEA","Raluca","F","Raluca.CRISTEA@gmail.com","0717484937","1","92",9861
1239,"ACHIM","Răzvan","M","Răzvan.ACHIM@yahoo.com","0735189971","2","20",2951
1240,"PETRE","Ghiță","M","Ghiță.PETRE@yahoo.com","0758105611","1","61",4978
1241,"STAICU","Carmina","F","Carmina.STAICU@gmail.com","0769679983","3","85",7321
1242,"COSTACHE","Emil","M","Emil.COSTACHE@yahoo.com","0713785213","4","76",6792
1243,"IVAN","Iustina","F","Iustina.IVAN@gmail.com","0702175351","1","84",7185
1244,"PETRESCU","Mia","F","Mia.PETRESCU@yahoo.com","0704298281","4","23",3522
1245,"PIRVU","Radu","M","Radu.PIRVU@yahoo.com","0737124393","7","12",2495
1246,"DUMITRIU","Teodosia","F","Teodosia.DUMITRIU@yahoo.com","0744607327","6","25",3303
1247,"ROSU","Liana","F","Liana.ROSU@gmail.com","0756080310","1","81",6708
1248,"FLOREA","Abel","M","Abel.FLOREA@yahoo.com","0715743458","7","80",3826
1249,"MIRON","Eremia","M","Eremia.MIRON@yahoo.com","0736233545","3","87",5815
1250,"DRAGOI","Fausta","F","Fausta.DRAGOI@yahoo.com","0725544301","3","64",5847
1251,"VLAD","Robertina","F","Robertina.VLAD@gmail.com","0783529012","2","71",4498
1252,"PASCA","Fiodor","M","Fiodor.PASCA@yahoo.com","0761835163","1","46",7215
1253,"DUTA","Visarion","M","Visarion.DUTA@yahoo.com","0785163241","7","62",5187
1254,"IORGA","Dochia","F","Dochia.IORGA@yahoo.com","0766584690","4","30",2002
1255,"ION","Leonard","M","Leonard.ION@yahoo.com","0704776318","2","1",2001
1256,"TOMESCU","Dariana","F","Dariana.TOMESCU@yahoo.com","0717018328","8","46",6976
1257,"MOCANU","Martin","M","Martin.MOCANU@yahoo.com","0703135607","8","10",2723
1258,"SZABO","Fabiana","F","Fabiana.SZABO@gmail.com","0701732066","1","50",5930
1259,"DANILA","Bernard","M","Bernard.DANILA@yahoo.com","0793352692","7","11",2506
1260,"POPESCU","Bebe","M","Bebe.POPESCU@yahoo.com","0776497101","3","64",5830
1261,"DUMITRASCU","Dida","F","Dida.DUMITRASCU@gmail.com","0729299422","1","92",9861
1262,"RADOI","Ruxandra","F","Ruxandra.RADOI@yahoo.com","0724932338","2","10",2738
1263,"GRIGORE","Marilena","F","Marilena.GRIGORE@yahoo.com","0796861315","1","88",6065
1264,"DUMITRESCU","Panagachie","M","Panagachie.DUMITRESCU@yahoo.com","0779838364","5","11",2430
1265,"ROMAN","Patricia","F","Patricia.ROMAN@yahoo.com","0734199521","2","45",3963
1266,"TOADER","Florin","M","Florin.TOADER@yahoo.com","0739684127","8","52",3996
1267,"DAVID","Marta","F","Marta.DAVID@yahoo.com","0766759742","4","73",3794
1268,"SANDOR","Ionică","M","Ionică.SANDOR@yahoo.com","0749714839","1","59",5074
1269,"ARDELEANU","Isabela","F","Isabela.ARDELEANU@gmail.com","0778027859","7","8",2133
1270,"PADURARU","Bogdan","M","Bogdan.PADURARU@yahoo.com","0761745182","2","13",2611
1271,"MUNTEAN","Agripina","F","Agripina.MUNTEAN@yahoo.com","0757243032","2","86",6448
1272,"DANCIU","Leopoldina","F","Leopoldina.DANCIU@yahoo.com","0721622067","7","52",4331
1273,"TANASE","Georgel","M","Georgel.TANASE@yahoo.com","0737523979","4","37",2602
1274,"CRISAN","Valeria","F","Valeria.CRISAN@yahoo.com","0767267197","7","81",6203
1275,"IACOB","Cristobal","M","Cristobal.IACOB@yahoo.com","0702435207","6","42",2874
1276,"SIRBU","Romulus","M","Romulus.SIRBU@yahoo.com","0799264106","6","16",3077
1277,"GHEORGHITA","Mihail","M","Mihail.GHEORGHITA@yahoo.com","0734266799","1","64",5859
1278,"MAXIM","Traian","M","Traian.MAXIM@gmail.com","0785879686","1","37",2607
1279,"PANAIT","Ilie","M","Ilie.PANAIT@yahoo.com","0713184007","7","32",2327
1280,"NECULA","Bucur","M","Bucur.NECULA@yahoo.com","0783267506","8","83",6420
1281,"TRANDAFIR","Casian","M","Casian.TRANDAFIR@yahoo.com","0761226281","5","60",4562
1282,"CORNEA","Anemona","F","Anemona.CORNEA@yahoo.com","0726841589","4","73",3813
1283,"HORVATH","Naomi","F","Naomi.HORVATH@yahoo.com","0741502227","4","54",3131
1284,"CATANA","Niculina","F","Niculina.CATANA@yahoo.com","0794208878","4","18",2431
1285,"MARGINEAN","Iustin","M","Iustin.MARGINEAN@yahoo.com","0700724665","5","63",5664
1286,"GAL","Gina","F","Gina.GAL@yahoo.com","0792596846","2","6",2167
1287,"GHEORGHITA","Norica","F","Norica.GHEORGHITA@yahoo.com","0784067291","4","46",5548
1288,"SZEKELY","Oliviu","M","Oliviu.SZEKELY@yahoo.com","0782517460","3","78",6141
1289,"COJOCARU","Violeta","F","Violeta.COJOCARU@yahoo.com","0781488004","2","50",5537
1290,"CHIVU","Nicodim","M","Nicodim.CHIVU@yahoo.com","0797293968","1","82",7071
1291,"TOMESCU","Filip","M","Filip.TOMESCU@yahoo.com","0769933524","2","87",5820
1292,"PETCU","Natalia","F","Natalia.PETCU@yahoo.com","0784578228","1","52",4400
1293,"NEGOITA","Renata","F","Renata.NEGOITA@yahoo.com","0785727106","4","10",2761
1294,"TANASE","Ica","F","Ica.TANASE@yahoo.com","0769215755","3","6",2171
1295,"DUMITRIU","Paula","F","Paula.DUMITRIU@gmail.com","0751392070","4","47",5367
1296,"NEAMTU","Angelica","F","Angelica.NEAMTU@yahoo.com","0768767499","3","28",2716
1297,"PETRESCU","Gruia","M","Gruia.PETRESCU@yahoo.com","0782788991","6","89",7987
1298,"ALDEA","Steliana","F","Steliana.ALDEA@yahoo.com","0797580333","8","66",5645
1299,"CRISAN","Speranța","F","Speranța.CRISAN@yahoo.com","0785862411","7","19",2601
1300,"GHEORGHITA","Mitrofan","M","Mitrofan.GHEORGHITA@yahoo.com","0722939807","2","33",2213
1301,"OLARU","Timotei","M","Timotei.OLARU@yahoo.com","0794473830","3","34",1999
1302,"MATEI","Sorin","M","Sorin.MATEI@yahoo.com","0721148606","2","36",2238
1303,"PIRVU","Mariana","F","Mariana.PIRVU@gmail.com","0752058158","8","74",4019
1304,"VOINEA","Gheorghe","M","Gheorghe.VOINEA@yahoo.com","0702998050","2","38",3024
1305,"PAUN","Bănel","M","Bănel.PAUN@yahoo.com","0713935176","3","70",4044
1306,"TATARU","Florin","M","Florin.TATARU@gmail.com","0753559986","6","12",2649
1307,"BALAN","Mona","F","Mona.BALAN@yahoo.com","0779995790","1","39",3110
1308,"NECHITA","Nichifor","M","Nichifor.NECHITA@gmail.com","0742254059","3","92",9861
1309,"LAZAR","Eufrosina","F","Eufrosina.LAZAR@gmail.com","0709082761","1","22",3223
1310,"CHIRITA","Eftimie","M","Eftimie.CHIRITA@gmail.com","0754218254","4","27",2249
1311,"BANICA","Marius","M","Marius.BANICA@gmail.com","0737613536","4","3",2392
1312,"GEORGESCU","Toma","M","Toma.GEORGESCU@yahoo.com","0784399146","3","53",6884
1313,"COSTIN","Dorina","F","Dorina.COSTIN@yahoo.com","0760319972","1","23",3193
1314,"ROSU","Fausta","F","Fausta.ROSU@yahoo.com","0722341009","1","93",7290
1315,"SZILAGYI","Sergiu","M","Sergiu.SZILAGYI@yahoo.com","0739918869","7","61",4978
1316,"MIHAI","Grațiela","F","Grațiela.MIHAI@gmail.com","0762108008","6","82",7512
1317,"POP","Nicușor","M","Nicușor.POP@yahoo.com","0747523414","7","10",2764
1318,"MANOLACHE","Zaraza","F","Zaraza.MANOLACHE@yahoo.com","0735385331","7","86",6330
1319,"BANICA","Laurenția","F","Laurenția.BANICA@gmail.com","0783990393","1","88",6065
1320,"ALDEA","Andrian","M","Andrian.ALDEA@yahoo.com","0762784332","2","18",2443
1321,"CHIRIAC","Raluca","F","Raluca.CHIRIAC@yahoo.com","0715611167","3","23",3200
1322,"DAN","Lioara","F","Lioara.DAN@yahoo.com","0740117155","5","49",5604
1323,"COJOCARU","Florentin","M","Florentin.COJOCARU@yahoo.com","0741847173","7","83",6422
1324,"CHIRILA","Valentin","M","Valentin.CHIRILA@yahoo.com","0742484558","7","43",4755
1325,"FILIP","Henrieta","F","Henrieta.FILIP@yahoo.com","0782535749","2","30",1994
1326,"MANEA","Adriana","F","Adriana.MANEA@gmail.com","0775221787","2","84",7654
1327,"BADEA","Zamfir","M","Zamfir.BADEA@yahoo.com","0741270778","2","51",4568
1328,"PAUN","Casiana","F","Casiana.PAUN@yahoo.com","0772556125","3","42",3026
1329,"CORNEA","Nechifor","M","Nechifor.CORNEA@yahoo.com","0713833634","3","89",8357
1330,"SERBAN","Alida","F","Alida.SERBAN@yahoo.com","0722613766","1","11",2463
1331,"OLARU","Octavian","M","Octavian.OLARU@yahoo.com","0715409277","1","66",5554
1332,"SABAU","Marin","M","Marin.SABAU@yahoo.com","0750923589","1","63",5664
1333,"DIACONU","Evdochia","F","Evdochia.DIACONU@gmail.com","0740660457","1","33",2213
1334,"BOGDAN","Ionela","F","Ionela.BOGDAN@yahoo.com","0796900705","4","21",3212
1335,"BUDA","Martina","F","Martina.BUDA@yahoo.com","0784438015","2","94",9331
1336,"ILIESCU","Stela","F","Stela.ILIESCU@yahoo.com","0714128024","4","63",5664
1337,"STAN","Petrică","M","Petrică.STAN@gmail.com","0796719219","1","62",5331
1338,"MORARU","Abel","M","Abel.MORARU@yahoo.com","0796063323","5","95",9340
1339,"PARASCHIV","Coralia","F","Coralia.PARASCHIV@yahoo.com","0725438162","4","23",3219
1340,"DANILA","Răducu","M","Răducu.DANILA@yahoo.com","0799209826","7","20",2918
1341,"TRIFAN","Camil","M","Camil.TRIFAN@yahoo.com","0734050825","2","3",2359
1342,"GROSU","Aurelia","F","Aurelia.GROSU@yahoo.com","0767413275","7","15",2168
1343,"DIACONESCU","Eustațiu","M","Eustațiu.DIACONESCU@yahoo.com","0764528952","5","15",2178
1344,"MOISE","Claudiu","M","Claudiu.MOISE@yahoo.com","0742570644","7","68",3104
1345,"GABOR","Aurelian","M","Aurelian.GABOR@yahoo.com","0705311864","8","28",2736
1346,"SZEKELY","Adi","M","Adi.SZEKELY@yahoo.com","0705832958","7","46",6533
1347,"DUMITRIU","Dan","M","Dan.DUMITRIU@yahoo.com","0702095205","1","35",3172
1348,"POP","Alexandra","F","Alexandra.POP@yahoo.com","0761111122","7","59",5307
1349,"BOBOC","Albert","M","Albert.BOBOC@yahoo.com","0731556684","1","74",3920
1350,"MUSAT","Cristea","M","Cristea.MUSAT@yahoo.com","0730984606","3","36",2228
1351,"VOINEA","Monalisa","F","Monalisa.VOINEA@yahoo.com","0769970780","1","20",2912
1352,"ION","Mitrofan","M","Mitrofan.ION@yahoo.com","0731004043","7","80",3842
1353,"ILIE","Amza","M","Amza.ILIE@yahoo.com","0766826480","7","84",9061
1354,"BUDA","Relu","M","Relu.BUDA@yahoo.com","0712674673","1","31",1981
1355,"SIMION","Marinel","M","Marinel.SIMION@yahoo.com","0729852439","1","81",6664
1356,"CRISTESCU","Paulina","F","Paulina.CRISTESCU@gmail.com","0769264633","3","26",3679
1357,"TURCU","Dorian","M","Dorian.TURCU@yahoo.com","0791121959","1","71",4403
1358,"ALEXE","Mihnea","M","Mihnea.ALEXE@gmail.com","0759613047","1","40",7242
1359,"MORAR","Andreea","F","Andreea.MORAR@yahoo.com","0708704538","1","14",2367
1360,"DINU","Emilian","M","Emilian.DINU@gmail.com","0767921992","6","12",2688
1361,"DUMITRU","Costache","M","Costache.DUMITRU@gmail.com","0713854069","2","25",3416
1362,"CAZACU","Vicențiu","M","Vicențiu.CAZACU@yahoo.com","0765264721","1","17",2946
1363,"VASILIU","Iris","F","Iris.VASILIU@gmail.com","0752484553","1","55",5058
1364,"SERBAN","Eustațiu","M","Eustațiu.SERBAN@gmail.com","0724677092","3","65",5836
1365,"IONITA","Anișoara","F","Anișoara.IONITA@gmail.com","0738276575","2","68",3104
1366,"ALEXANDRU","Ecaterina","F","Ecaterina.ALEXANDRU@yahoo.com","0722511401","2","79",4691
1367,"ICHIM","Eva","F","Eva.ICHIM@yahoo.com","0776229960","8","77",4488
1368,"DUTA","Dimitrie","M","Dimitrie.DUTA@gmail.com","0781836890","1","83",6455
1369,"BIRO","Codrin","M","Codrin.BIRO@yahoo.com","0772672911","8","34",2000
1370,"MILEA","Bebe","M","Bebe.MILEA@gmail.com","0793991363","4","32",2335
1371,"CAZACU","Petria","F","Petria.CAZACU@yahoo.com","0737760756","1","76",6266
1372,"VISAN","Cristobal","M","Cristobal.VISAN@yahoo.com","0707205383","3","52",4176
1373,"MARGINEAN","Anabela","F","Anabela.MARGINEAN@yahoo.com","0715333315","5","28",2727
1374,"UNGUREANU","Luca","M","Luca.UNGUREANU@yahoo.com","0799757163","4","86",6347
1375,"MANEA","Titus","M","Titus.MANEA@yahoo.com","0711810917","1","72",5700
1376,"MUSAT","Roberta","F","Roberta.MUSAT@yahoo.com","0778245608","6","9",2272
1377,"SARBU","Izaura","F","Izaura.SARBU@yahoo.com","0752522007","4","10",2748
1378,"ALDEA","Astrid","F","Astrid.ALDEA@yahoo.com","0757999342","1","77",4977
1379,"BOTA","Viorela","F","Viorela.BOTA@yahoo.com","0796724667","5","11",2496
1380,"STEFANESCU","Mona","F","Mona.STEFANESCU@gmail.com","0761967872","5","43",4932
1381,"CRETU","Octavia","F","Octavia.CRETU@yahoo.com","0744215005","2","91",10551
1382,"CRISTESCU","Marina","F","Marina.CRISTESCU@gmail.com","0747140481","1","25",3276
1383,"VASILIU","Maxim","M","Maxim.VASILIU@yahoo.com","0731019207","3","2",2647
1384,"MIU","Marcu","M","Marcu.MIU@yahoo.com","0725796745","6","34",1995
1385,"TAMAS","Iulian","M","Iulian.TAMAS@yahoo.com","0730843145","1","47",5612
1386,"FRATILA","Anamaria","F","Anamaria.FRATILA@yahoo.com","0787801785","1","84",9059
1387,"GHERMAN","Mitrofan","M","Mitrofan.GHERMAN@yahoo.com","0763877235","1","20",3022
1388,"BUCUR","Dimitrie","M","Dimitrie.BUCUR@yahoo.com","0712643433","1","73",3738
1389,"STOICA","Todor","M","Todor.STOICA@yahoo.com","0741522713","4","95",9399
1390,"ANTAL","Margareta","F","Margareta.ANTAL@yahoo.com","0761278119","2","95",9338
1391,"ROSU","Gina","F","Gina.ROSU@yahoo.com","0776686392","7","57",5184
1392,"NEDELCU","Romeo","M","Romeo.NEDELCU@yahoo.com","0712339897","2","87",5874
1393,"MANEA","Teodora","F","Teodora.MANEA@yahoo.com","0707264572","1","4",2077
1394,"BLAGA","Lucreția","F","Lucreția.BLAGA@yahoo.com","0782496871","4","55",5370
1395,"COSTACHE","Mădălin","M","Mădălin.COSTACHE@yahoo.com","0711023414","1","46",7113
1396,"CRETU","Valentin","M","Valentin.CRETU@yahoo.com","0731208100","3","58",4765
1397,"ALEXA","Olimpia","F","Olimpia.ALEXA@gmail.com","0709690370","1","44",6532
1398,"GAL","Alberta","F","Alberta.GAL@yahoo.com","0763102487","5","16",2924
1399,"MANOLACHE","Ionel","M","Ionel.MANOLACHE@gmail.com","0772428593","2","52",3860
1400,"MUNTEAN","Sodica","F","Sodica.MUNTEAN@yahoo.com","0722347167","2","86",6368
1401,"MATEESCU","Bianca","F","Bianca.MATEESCU@gmail.com","0776873153","1","1",2009
1402,"NECHITA","Ica","F","Ica.NECHITA@yahoo.com","0795871410","6","82",8167
1403,"MARGINEAN","Cristobal","M","Cristobal.MARGINEAN@yahoo.com","0764791539","3","63",5664
1404,"TAMAS","Ioniță","M","Ioniță.TAMAS@gmail.com","0728592109","8","86",6484
1405,"CORNEA","Nicoară","M","Nicoară.CORNEA@gmail.com","0717059028","3","43",4673
1406,"DIACONESCU","Ileana","F","Ileana.DIACONESCU@yahoo.com","0780656669","1","61",4978
1407,"NECHITA","Anda","F","Anda.NECHITA@yahoo.com","0758121844","3","78",6628
1408,"SABAU","Aida","F","Aida.SABAU@gmail.com","0785455833","7","49",6135
1409,"STANCIU","Corneliu","M","Corneliu.STANCIU@yahoo.com","0703310697","7","73",3767
1410,"CAZACU","Agripina","F","Agripina.CAZACU@gmail.com","0751560153","3","45",4065
1411,"MARTIN","Ludmila","F","Ludmila.MARTIN@yahoo.com","0702962663","4","91",10550
1412,"STAN","Bogdan","M","Bogdan.STAN@gmail.com","0714200035","3","60",4412
1413,"MANOLE","Norica","F","Norica.MANOLE@gmail.com","0764418839","1","71",4478
1414,"URSU","Consuela","F","Consuela.URSU@yahoo.com","0796666570","7","17",2845
1415,"ISPAS","Niculiță","M","Niculiță.ISPAS@yahoo.com","0765963613","7","46",5839
1416,"SIMIONESCU","Teofil","M","Teofil.SIMIONESCU@yahoo.com","0788721720","2","31",1988
1417,"BOTEZATU","Otilia","F","Otilia.BOTEZATU@yahoo.com","0764627695","7","47",6251
1418,"MAFTEI","Sanda","F","Sanda.MAFTEI@yahoo.com","0763230514","1","76",5546
1419,"SUCIU","Casandra","F","Casandra.SUCIU@yahoo.com","0756209292","7","17",2975
1420,"COMAN","Aurora","F","Aurora.COMAN@yahoo.com","0746222039","1","4",2061
1421,"OANCEA","Jenel","M","Jenel.OANCEA@yahoo.com","0778717302","3","53",5264
1422,"VERES","Angelica","F","Angelica.VERES@gmail.com","0739087640","1","17",2863
1423,"CONSTANTINESCU","Ladislau","M","Ladislau.CONSTANTINESCU@gmail.com","0790058869","4","92",9861
1424,"OLTEAN","Pamfil","M","Pamfil.OLTEAN@yahoo.com","0761918619","6","18",2430
1425,"DOGARU","Monica","F","Monica.DOGARU@yahoo.com","0787948141","1","32",2328
1426,"VARGA","Aureliana","F","Aureliana.VARGA@yahoo.com","0749108594","2","43",5049
1427,"TUDOSE","Estera","F","Estera.TUDOSE@gmail.com","0708594350","3","28",2717
1428,"MARIAN","Teodosia","F","Teodosia.MARIAN@yahoo.com","0721670576","7","56",5062
1429,"COSTACHE","Ivona","F","Ivona.COSTACHE@yahoo.com","0747276249","8","5",2218
1430,"DUMITRIU","Constanța","F","Constanța.DUMITRIU@gmail.com","0726972328","3","30",1994
1431,"DAMIAN","Fausta","F","Fausta.DAMIAN@yahoo.com","0750879620","4","66",5579
1432,"MIHAI","Ghenadie","M","Ghenadie.MIHAI@yahoo.com","0748232980","6","85",8123
1433,"LUCA","Sinică","M","Sinică.LUCA@gmail.com","0743332437","1","28",2733
1434,"MARGINEAN","Otilia","F","Otilia.MARGINEAN@yahoo.com","0759543727","2","48",6412
1435,"DAVID","Gențiana","F","Gențiana.DAVID@yahoo.com","0789514157","7","27",2258
1436,"GRIGORAS","Romeo","M","Romeo.GRIGORAS@gmail.com","0780876572","1","57",5184
1437,"RUS","Ilarie","M","Ilarie.RUS@gmail.com","0774821037","3","95",9336
1438,"OLARIU","Raul","M","Raul.OLARIU@yahoo.com","0736161252","5","95",9451
1439,"NEAMTU","Gherasim","M","Gherasim.NEAMTU@yahoo.com","0731428842","7","85",7900
1440,"VASILE","Dorin","M","Dorin.VASILE@yahoo.com","0704610905","1","38",2594
1441,"IANCU","Petrică","M","Petrică.IANCU@yahoo.com","0701804035","6","59",5592
1442,"PAVEL","Natașa","F","Natașa.PAVEL@yahoo.com","0700243131","3","82",7281
1443,"COSTACHE","Cezar","M","Cezar.COSTACHE@yahoo.com","0765345025","1","89",7645
1444,"DRAGHICI","Iosefina","F","Iosefina.DRAGHICI@yahoo.com","0740326690","5","71",4488
1445,"ALEXA","Grațian","M","Grațian.ALEXA@yahoo.com","0735697958","2","84",8259
1446,"MIU","Dinu","M","Dinu.MIU@yahoo.com","0708466109","2","25",3574
1447,"SIMIONESCU","Ovidiu","M","Ovidiu.SIMIONESCU@yahoo.com","0713395027","6","27",2249
1448,"GRIGORESCU","Miranda","F","Miranda.GRIGORESCU@gmail.com","0746825453","8","72",6560
1449,"STROE","Selina","F","Selina.STROE@yahoo.com","0799198186","2","64",5805
1450,"MARIAN","Carla","F","Carla.MARIAN@gmail.com","0759098604","3","8",2129
1451,"PIRVU","Marin","M","Marin.PIRVU@yahoo.com","0729413387","4","71",4447
1452,"NISTOR","Venera","F","Venera.NISTOR@yahoo.com","0759492712","2","82",7858
1453,"SAVU","Eva","F","Eva.SAVU@gmail.com","0728738478","6","55",4952
1454,"GAVRILA","Selina","F","Selina.GAVRILA@yahoo.com","0716888201","6","19",2572
1455,"PINTEA","Caius","M","Caius.PINTEA@gmail.com","0789979686","6","36",2259
1456,"TUDORACHE","Decebal","M","Decebal.TUDORACHE@yahoo.com","0712261000","1","36",2238
1457,"CRISTEA","Marcu","M","Marcu.CRISTEA@yahoo.com","0749457724","1","18",2442
1458,"CRISTESCU","Anda","F","Anda.CRISTESCU@gmail.com","0707342254","8","21",3198
1459,"PASCU","Filip","M","Filip.PASCU@yahoo.com","0738538765","5","12",2599
1460,"MILEA","Panagachie","M","Panagachie.MILEA@gmail.com","0740911949","3","40",6565
1461,"ISPAS","Elena","F","Elena.ISPAS@gmail.com","0760800260","4","64",5825
1462,"STOICA","Titus","M","Titus.STOICA@yahoo.com","0785639875","1","43",4668
1463,"DRAGOI","Reghina","F","Reghina.DRAGOI@yahoo.com","0730985446","8","14",2401
1464,"BARBU","Constantin","M","Constantin.BARBU@gmail.com","0741936880","1","32",2332
1465,"PAVEL","Matei","M","Matei.PAVEL@yahoo.com","0784454201","3","42",2763
1466,"DAVID","Petruț","M","Petruț.DAVID@gmail.com","0782076452","5","7",2095
1467,"STAN","Rafael","M","Rafael.STAN@gmail.com","0736091893","5","85",8255
1468,"TAMAS","Silvian","M","Silvian.TAMAS@yahoo.com","0765380814","2","27",2248
1469,"CRISTEA","Rodica","F","Rodica.CRISTEA@yahoo.com","0753578687","8","62",5294
1470,"BALINT","Glorița","F","Glorița.BALINT@yahoo.com","0778362581","3","56",5066
1471,"DAVID","Paulina","F","Paulina.DAVID@yahoo.com","0707487312","5","28",2758
1472,"BURLACU","Ioanina","F","Ioanina.BURLACU@yahoo.com","0703867899","3","82",7064
1473,"DOBRE","Amelia","F","Amelia.DOBRE@yahoo.com","0779619663","8","95",9402
1474,"PATRASCU","Livia","F","Livia.PATRASCU@yahoo.com","0717289693","1","35",3172
1475,"CORNEA","Carla","F","Carla.CORNEA@gmail.com","0770668759","2","53",6467
1476,"SOARE","Grațian","M","Grațian.SOARE@yahoo.com","0761203729","1","84",6871
1477,"GABOR","Natașa","F","Natașa.GABOR@yahoo.com","0787049665","1","75",4951
1478,"ALEXANDRESCU","Steluța","F","Steluța.ALEXANDRESCU@yahoo.com","0740226868","3","14",2394
1479,"MIHAILESCU","Vasile","M","Vasile.MIHAILESCU@yahoo.com","0701128515","1","68",3104
1480,"POP","Stelian","M","Stelian.POP@yahoo.com","0783726162","5","64",5861
1481,"BARBU","Andreea","F","Andreea.BARBU@yahoo.com","0761404203","2","89",7623
1482,"VASILESCU","Benone","M","Benone.VASILESCU@yahoo.com","0778398513","8","41",4180
1483,"TRANDAFIR","Teohari","M","Teohari.TRANDAFIR@yahoo.com","0747731123","4","93",7064
1484,"TUDORACHE","Sonia","F","Sonia.TUDORACHE@gmail.com","0791755711","5","94",9331
1485,"DIACONESCU","Anamaria","F","Anamaria.DIACONESCU@yahoo.com","0727178871","5","18",2439
1486,"MIHALACHE","Bogdan","M","Bogdan.MIHALACHE@yahoo.com","0720238875","7","30",1995
1487,"MIHAILA","Alexandra","F","Alexandra.MIHAILA@yahoo.com","0753993968","2","79",4682
1488,"ENE","Sever","M","Sever.ENE@yahoo.com","0781121731","1","28",2716
1489,"GHITA","Măriuca","F","Măriuca.GHITA@yahoo.com","0776006338","5","75",5006
1490,"VOICU","Melina","F","Melina.VOICU@yahoo.com","0767962394","1","38",2656
1491,"MIHALCEA","Arina","F","Arina.MIHALCEA@yahoo.com","0741471637","1","92",9861
1492,"MIHAILA","Augustin","M","Augustin.MIHAILA@yahoo.com","0712330291","1","46",6616
1493,"SZILAGYI","Teea","F","Teea.SZILAGYI@yahoo.com","0733605669","5","2",2582
1494,"BARBU","Aida","F","Aida.BARBU@yahoo.com","0761404938","4","23",3135
1495,"GRIGORESCU","Brăduț","M","Brăduț.GRIGORESCU@yahoo.com","0701252130","5","68",3104
1496,"MOCANU","Moise","M","Moise.MOCANU@yahoo.com","0729855307","3","80",3863
1497,"PIRVU","Elisabeta","F","Elisabeta.PIRVU@yahoo.com","0797188405","2","27",2221
1498,"SAVU","Demetra","F","Demetra.SAVU@yahoo.com","0778016536","3","61",4978
